## FlyBase Signaling Pathways report
## Generated: Mon Nov 24 14:13:21 2025
## Using chado datasource: dbi:Pg:dbname=fb_2025_05_reporting;host=flysql25;port=5432

## Where groups are arranged into hierarchies, note that:
## i) the member genes are only associated with the terminal subgroups
## ii) the immediate parent of any subgroup is identified in the 'Parent_FB_group_id' and 'Parent_FB_group_symbol' columns

# FB_group_id	FB_group_symbol	FB_group_name	Parent_FB_group_id	Parent_FB_group_symbol	Group_member_FB_gene_id	Group_member_FB_gene_symbol
FBgg0000934	TORS	TORSO SIGNALING PATHWAY				
FBgg0001064	NTCH-C	NOTCH SIGNALING PATHWAY CORE COMPONENTS	FBgg0001068	NTCH	FBgn0031458	aph-1
FBgg0001064	NTCH-C	NOTCH SIGNALING PATHWAY CORE COMPONENTS	FBgg0001068	NTCH	FBgn0004837	Su(H)
FBgg0001064	NTCH-C	NOTCH SIGNALING PATHWAY CORE COMPONENTS	FBgg0001068	NTCH	FBgn0000463	Delta
FBgg0001064	NTCH-C	NOTCH SIGNALING PATHWAY CORE COMPONENTS	FBgg0001068	NTCH	FBgn0039734	Tace
FBgg0001064	NTCH-C	NOTCH SIGNALING PATHWAY CORE COMPONENTS	FBgg0001068	NTCH	FBgn0004647	N
FBgg0001064	NTCH-C	NOTCH SIGNALING PATHWAY CORE COMPONENTS	FBgg0001068	NTCH	FBgn0004197	Ser
FBgg0001064	NTCH-C	NOTCH SIGNALING PATHWAY CORE COMPONENTS	FBgg0001068	NTCH	FBgn0002643	mam
FBgg0001064	NTCH-C	NOTCH SIGNALING PATHWAY CORE COMPONENTS	FBgg0001068	NTCH	FBgn0051665	wry
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0263601	mib1
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0031760	Tsp26A
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0000163	baz
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0033901	Ofut1
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0037270	eIF3f1
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0031089	aspr
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0010470	Fkbp14
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0262404	mir-996
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0262451	mir-ban
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0086253	rumi
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0290416	mask
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0001995	mRpL4
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0262455	mir-1
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0024291	Sirt1
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0037848	Tsp86D
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0027932	Akap200
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0028515	EndoGI
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0039688	Kul
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0000077	amx
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0035142	Hipk
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0052479	Usp10
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0052177	Ndfip
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0000524	dx
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0002592	E(spl)m2-BFM
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0052521	Mnr
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0262456	mir-125
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0031661	Gmd
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0011591	fng
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0262458	mir-305
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0287864	hbs
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0262448	mir-279
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0040334	Tsp3A
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0015772	Nak
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0285926	Imp
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0034626	bisc
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0022023	eIF3h
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0000547	ed
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0266848	wap
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0265630	sno
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0034180	Ehbp1
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0085451	htk
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0263933	ebi
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0028582	lqf
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0260440	spdo
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0002932	neur
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0030522	amrt
FBgg0001069	NTCH-P	POSITIVE REGULATORS OF NOTCH SIGNALING PATHWAY	FBgg0001068	NTCH	FBgn0021874	Nle
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0037270	eIF3f1
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0010247	Parp1
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0035806	PGRP-SD
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0037384	dgrn
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0035975	PGRP-LA
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0039055	Rassf
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0082598	akirin
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0263697	Uba3
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0031317	Charon
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0265464	Traf6
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0263873	Nav
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0035853	UbcE2M
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0032214	CG4968
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0015321	Ubc4
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0035713	velo
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0033388	CG8046
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0031857	LUBEL
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0039559	NSD
FBgg0001197	IMD-P	POSITIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0283521	lola
FBgg0001560	TNF	TNFalpha-EIGER SIGNALING PATHWAY				
FBgg0001086	BMP-MAD	BMP SIGNALING PATHWAY				
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0030869	Socs16D
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0004638	drk
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0030018	slpr
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0031888	Pvf2
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0030964	Pvf1
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0000097	aop
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0003256	rl
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0028717	Lnk
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0085407	Pvf3
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0010269	Dsor1
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0010379	Akt
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0290416	mask
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0283472	S6k
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0010341	Cdc42
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0003205	Ras85D
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0015513	mbc
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0015279	Pi3K92E
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0015296	Shc
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0000229	bsk
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0032409	Ced-12
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0040068	Vav
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0010303	hep
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0010333	Rac1
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0024811	Crk
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0261560	Thor
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0001965	Sos
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0032006	Pvr
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0041191	Rheb
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0052406	PVRAP
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0015402	ksr
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0021796	mTor
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0003079	Raf
FBgg0000973	PVR-C	PVR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000972	PVR-RTK	FBgn0261524	lic
FBgg0001093	ACT-SMAD2	ACTIVIN SIGNALING PATHWAY				
FBgg0000940	TORS-N	NEGATIVE REGULATORS OF TORSO SIGNALING PATHWAY	FBgg0000934	TORS	FBgn0040206	krz
FBgg0000940	TORS-N	NEGATIVE REGULATORS OF TORSO SIGNALING PATHWAY	FBgg0000934	TORS	FBgn0261268	Cul3
FBgg0000940	TORS-N	NEGATIVE REGULATORS OF TORSO SIGNALING PATHWAY	FBgg0000934	TORS	FBgn0003969	vap
FBgg0000940	TORS-N	NEGATIVE REGULATORS OF TORSO SIGNALING PATHWAY	FBgg0000934	TORS	FBgn0014388	sty
FBgg0000940	TORS-N	NEGATIVE REGULATORS OF TORSO SIGNALING PATHWAY	FBgg0000934	TORS	FBgn0031450	Hrs
FBgg0000940	TORS-N	NEGATIVE REGULATORS OF TORSO SIGNALING PATHWAY	FBgg0000934	TORS	FBgn0005695	gcl
FBgg0000940	TORS-N	NEGATIVE REGULATORS OF TORSO SIGNALING PATHWAY	FBgg0000934	TORS	FBgn0004390	RasGAP1
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0005198	gig
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0267487	Ptp61F
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0037248	srl
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0010583	dock
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0025637	SkpA
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0004177	mts
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0001257	ImpL2
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0000464	Lar
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0026379	Pten
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0290397	Tsc1
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0042693	wrd
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0262371	mir-263b
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0262458	mir-305
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0025638	Roc1a
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0267824	PRAS40
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0027492	wdb
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0266076	mir-276a
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0015509	Cul1
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0038279	Sdr
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0028734	Fmr1
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0028978	trbl
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0283468	slmb
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0039924	PIP4K
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0036844	Mkp3
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0001247	Ide
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0003963	ush
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0003371	sgg
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0027052	STUB1
FBgg0000900	INS-N	NEGATIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0260439	Pp2A-29B
FBgg0000890	WNT-TCFC	WNT-TCF SIGNALING PATHWAY CORE COMPONENTS	FBgg0000889	WNT-TCF	FBgn0085432	pan
FBgg0000890	WNT-TCFC	WNT-TCF SIGNALING PATHWAY CORE COMPONENTS	FBgg0000889	WNT-TCF	FBgn0016797	fz2
FBgg0000890	WNT-TCFC	WNT-TCF SIGNALING PATHWAY CORE COMPONENTS	FBgg0000889	WNT-TCF	FBgn0004360	Wnt2
FBgg0000890	WNT-TCFC	WNT-TCF SIGNALING PATHWAY CORE COMPONENTS	FBgg0000889	WNT-TCF	FBgn0001085	fz
FBgg0000890	WNT-TCFC	WNT-TCF SIGNALING PATHWAY CORE COMPONENTS	FBgg0000889	WNT-TCF	FBgn0284084	wg
FBgg0000890	WNT-TCFC	WNT-TCF SIGNALING PATHWAY CORE COMPONENTS	FBgg0000889	WNT-TCF	FBgn0000119	arr
FBgg0000890	WNT-TCFC	WNT-TCF SIGNALING PATHWAY CORE COMPONENTS	FBgg0000889	WNT-TCF	FBgn0039907	lgs
FBgg0000890	WNT-TCFC	WNT-TCF SIGNALING PATHWAY CORE COMPONENTS	FBgg0000889	WNT-TCF	FBgn0000117	arm
FBgg0000890	WNT-TCFC	WNT-TCF SIGNALING PATHWAY CORE COMPONENTS	FBgg0000889	WNT-TCF	FBgn0000499	dsh
FBgg0000890	WNT-TCFC	WNT-TCF SIGNALING PATHWAY CORE COMPONENTS	FBgg0000889	WNT-TCF	FBgn0043900	pygo
FBgg0000890	WNT-TCFC	WNT-TCF SIGNALING PATHWAY CORE COMPONENTS	FBgg0000889	WNT-TCF	FBgn0031902	Wnt6
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0039932	fuss
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0024250	brk
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0268063	ltl
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0038168	omd
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0050418	nord
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0031030	Tao
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0032956	Cul2
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0001079	fu
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0289323	IntS8
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0001942	eIF4A
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0026086	Adar
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0024734	PRL-1
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0037265	spartin
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0000394	cv
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0003134	Pp1alpha-96A
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0262451	mir-ban
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0031016	kek5
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0036741	anchor
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0003371	sgg
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0030600	hiw
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0003865	tsg
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0003463	sog
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0036570	IntS9
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0061469	Ube3a
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0029006	Smurf
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0020493	Dad
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0000711	flw
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0085450	Snoo
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0032451	spict
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0259878	Fs
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0030735	CG3632
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0037015	cmpy
